# t = 063 ms, neutrino energy spectrum for the wh07.20.40g model
# nu_e                   anti-nu_e                nux
3.721577063410869829e-02 4.903164426076331989e-03 3.999102059037516754e-02
6.299313003860429472e-02 8.344770687768236078e-03 5.663400017684470239e-02
1.046133271396233327e-01 1.385720304082977902e-02 7.783957130177410200e-02
1.720598983884709943e-01 2.261149385350225485e-02 1.051716349058873096e-01
2.804282404529441775e-01 3.632710387551805337e-02 1.405184308747088051e-01
4.515380560378157715e-01 5.747525946689106824e-02 1.860050228248009974e-01
7.145137248926139995e-01 8.952361178995274504e-02 2.439495391262120061e-01
1.104345469077866460e+00 1.371530849825595144e-01 3.167873526772174708e-01
1.656642202970922240e+00 2.064246048495261554e-01 4.069540848209974859e-01
2.393134531529873321e+00 3.047940715243161458e-01 5.166789259308161020e-01
3.289267022262503115e+00 4.408317669770936420e-01 6.476675199721183551e-01
4.264969456875504328e+00 6.235256367929755683e-01 8.013135284279706561e-01
5.175384545677053083e+00 8.607497243596238246e-01 9.782571756285315390e-01
5.607248548102755414e+00 1.156564813321136587e+00 1.178192422628753899e+00
5.296551430778465352e+00 1.508366179713013455e+00 1.399639849418164994e+00
4.809664975939898390e+00 1.903361017401415500e+00 1.639837415594459724e+00
4.017093482579897845e+00 2.316244645054168938e+00 1.894443111558890891e+00
3.057585863305013696e+00 2.706849806225223087e+00 2.156382756901429332e+00
2.123877557872369426e+00 3.020831935805805113e+00 2.414580342132730095e+00
1.353936610566282450e+00 3.200756396461609476e+00 2.655314322543480987e+00
8.012150184517212725e-01 3.210294152828683689e+00 2.867220902113129188e+00
4.479515174234390273e-01 3.046813821620977247e+00 3.041036104953092956e+00
2.415431545432189520e-01 2.722891515769804816e+00 3.159817937108790886e+00
1.278810209306237566e-01 2.283536071583848859e+00 3.204381785893044121e+00
6.722420182147351153e-02 1.793546112308173068e+00 3.157203859893733977e+00
3.525120990367401619e-02 1.321254128031694508e+00 3.012189297253470510e+00
1.842447194017447082e-02 9.170501916014373034e-01 2.772927234012708464e+00
9.550041594252361293e-03 6.039260726040007743e-01 2.453383151126809825e+00
4.870572521474659557e-03 3.809076013726943599e-01 2.078247848541526110e+00
2.402512954086708386e-03 2.326861948365185340e-01 1.681134320150975636e+00
1.133204159918340791e-03 1.392848622770885003e-01 1.297580623124812815e+00
5.279014168136697332e-04 8.248397790647023220e-02 9.220495746842747309e-01
2.300080220112533588e-04 4.864932322013837407e-02 6.601998814704557184e-01
9.187149924491770658e-05 2.871201931210610667e-02 4.552363377614143114e-01
3.308071262202049074e-05 1.704295128515916080e-02 3.070125886940832105e-01
1.059993071325009565e-05 1.033413945831797472e-02 2.091163780332353783e-01
3.009267009103444113e-06 6.695331531594561451e-03 0.000000000000000000e+00
7.740591334072476333e-07 4.833221631167942088e-03 0.000000000000000000e+00
1.914148947842928559e-07 3.208488939177878922e-03 0.000000000000000000e+00
1.344343201056194175e-05 5.172646445205643330e-04 0.000000000000000000e+00
