# t = -005 ms, neutrino energy spectrum for the wh07.20.40g model
# nu_e                   anti-nu_e              nux
5.112700298580047376e-02 1.305216482684694596e-05 6.154865182656691670e-03
8.052388651938005570e-02 2.064333739640574478e-05 7.916173763627657942e-03
1.257681701738347646e-01 3.156840341720862846e-05 9.843511234294263779e-03
1.952634457270964186e-01 4.710256087154392847e-05 1.190308875244350424e-02
3.016936497394121508e-01 6.857277688999292300e-05 1.400599138326738546e-02
4.632214234578018730e-01 9.710475248666831038e-05 1.591947052873773569e-02
7.045232919785587855e-01 1.330226544229953420e-04 1.729994218771294112e-02
1.057798180625387996e+00 1.761831836693903016e-04 1.772200479495047998e-02
1.565072838542385769e+00 2.253783890481200368e-04 1.671005846546568668e-02
2.275014011324909990e+00 2.774093985179045484e-04 1.386951499916326720e-02
3.199013620353390319e+00 3.261088739655645529e-04 9.310499359996787447e-03
4.345159517685212691e+00 3.629272372292691369e-04 7.803041686890532444e-03
5.717896831734072371e+00 3.828592868120127670e-04 7.229261272811379237e-03
7.610759971221161102e+00 3.813864420149601668e-04 6.182359505269357722e-03
8.458767543979245573e+00 3.559618655734400334e-04 4.800125446317892938e-03
8.692734649897328580e+00 3.062659651994865343e-04 3.370059744802090130e-03
7.604740305909108322e+00 2.419418735382899543e-04 2.160121180286802937e-03
5.321862534369857123e+00 1.752737859531034218e-04 1.274585650765128805e-03
2.826912391735005858e+00 1.157769527511444825e-04 7.051287309445411836e-04
1.092554515185887531e+00 6.886468537103735863e-05 3.664930452161527783e-04
3.071912067990771877e-01 3.614774050921565102e-05 1.781376871611378926e-04
6.742120519865840711e-02 1.689229228572732252e-05 8.002360115313595398e-05
1.202839115424028486e-02 7.084282081100731478e-06 3.249392848787318379e-05
1.814502091543743461e-03 2.702564672601491154e-06 1.153926895556306593e-05
2.428119349688338845e-04 9.550458077299033278e-07 3.445722280071081131e-06
3.018214049148229195e-05 3.285317850718767353e-07 8.502115085763191581e-07
3.591643580649505879e-06 1.166152893398851704e-07 2.081073308888716943e-07
4.217843599805670483e-07 4.481986120143238143e-08 7.191933353523825384e-08
5.140909971316329664e-08 1.924862567835517878e-08 2.703364779343284368e-08
6.568890707374937060e-09 9.479154603877683440e-09 1.041195953856870179e-08
1.204881844532917091e-09 5.670642217690719081e-09 4.354482771083496768e-09
2.322374235788914783e-10 3.708423455002370375e-09 1.954355848526112401e-09
4.209143348818639765e-11 2.553971069948718557e-09 1.060854552009759908e-09
6.633210037604503635e-12 1.731630037324684402e-09 6.335976707786747679e-10
8.836425242297334956e-13 1.121008811571808302e-09 3.953126134009616678e-10
9.845665129698691532e-14 6.872950672542107193e-10 2.469734928180979634e-10
9.061630826811160283e-15 4.074795765068671589e-10 0.000000000000000000e+00
6.796525798351228828e-16 2.676396692374765250e-10 0.000000000000000000e+00
4.362672952838585865e-17 2.451048051480828171e-10 0.000000000000000000e+00
2.645122502050118047e-08 8.029696276176697517e-05 0.000000000000000000e+00
