# t = 064 ms, neutrino energy spectrum for the wh07.20.40g model
# nu_e                   anti-nu_e                nux
3.711858321199053290e-02 4.920813880270694454e-03 4.002987904687027587e-02
6.283068534864187649e-02 8.373721536967949908e-03 5.669921830463520163e-02
1.043387574951556290e-01 1.390313165836654964e-02 7.793416694432923897e-02
1.716060759522913537e-01 2.268272545833666456e-02 1.053046718802757437e-01
2.796920002232672342e-01 3.643523908543723488e-02 1.407037674193878651e-01
4.503725235804530436e-01 5.763539215561663126e-02 1.862595549362294489e-01
7.127176707876504702e-01 8.975936472179958658e-02 2.442984338140049283e-01
1.101629126363042666e+00 1.375058781465479940e-01 3.172628122884735280e-01
1.652593921362762508e+00 2.069585302727669773e-01 4.075928440193971047e-01
2.387468166156481164e+00 3.055989629853767542e-01 5.175081100211035290e-01
3.283057071015327733e+00 4.420383163604373888e-01 6.487319073507921141e-01
4.259440185848609062e+00 6.253214084179916643e-01 8.026512849046685272e-01
5.171557530404369274e+00 8.633531345113464317e-01 9.799027891424780812e-01
5.598276068817289008e+00 1.160342261390941099e+00 1.180176637904022163e+00
5.294384236567156954e+00 1.513735505380105373e+00 1.401993169140426154e+00
4.811743696168305107e+00 1.910779632413750040e+00 1.642597973425272251e+00
4.022284521803645596e+00 2.326156430277309450e+00 1.897679691439593030e+00
3.064167546728927771e+00 2.719684956035210099e+00 2.160221379081391113e+00
2.129938835918146367e+00 3.037117646151112904e+00 2.419183425320115877e+00
1.358219997768688181e+00 3.220996733578330051e+00 2.660789472833727132e+00
8.034966033455273049e-01 3.233906816770959480e+00 2.873639142863446683e+00
4.487276432503858326e-01 3.071562033789423385e+00 3.048622004885576775e+00
2.415176164669523007e-01 2.747458588968903381e+00 3.168668837295174789e+00
1.275814374098976911e-01 2.306344213369178497e+00 3.214412388539415577e+00
6.692441703820935228e-02 1.813123237301506707e+00 3.168176777418147072e+00
3.503890757834498410e-02 1.336676576323605481e+00 3.023663378403484980e+00
1.829389004343445757e-02 9.281574444335134455e-01 2.784327388859595409e+00
9.474615043999967332e-03 6.112327035740072745e-01 2.464122607343230076e+00
4.828854898428856096e-03 3.852987423659403055e-01 2.087849046032853373e+00
2.380149951468885257e-03 2.350948775137910174e-01 1.689243694940187446e+00
1.118626428959349764e-03 1.404952303328437235e-01 1.303980412324921900e+00
5.193316264186168939e-04 8.304970727732546854e-02 9.265437888501161234e-01
2.276349937581587937e-04 4.890255110202494648e-02 6.632025085510752094e-01
9.146845420505819366e-05 2.882649112451168838e-02 4.568682253159256912e-01
3.320859234801631785e-05 1.709923128631484976e-02 3.075028218457643292e-01
1.070467868917761292e-05 1.036724108207141663e-02 2.090141626858910417e-01
3.037636192452789441e-06 6.718152376756248399e-03 0.000000000000000000e+00
7.730757768790089322e-07 4.842330166079812821e-03 0.000000000000000000e+00
1.889252890363279945e-07 3.204654423453902074e-03 0.000000000000000000e+00
1.347221110497995020e-05 5.168215004021244584e-04 0.000000000000000000e+00
