# t = -022 ms, neutrino energy spectrum for the wh07.15.40g model
# nu_e                   anti-nu_e              nux
3.626205381322663429e-02 5.804734451113517891e-06 3.548991404229856088e-05
5.723704001260819518e-02 9.322853420212643536e-06 4.373628527134775917e-05
8.845579865368134731e-02 1.433591976803539662e-05 5.154274247534626236e-05
1.355304052318045127e-01 2.144805102820290200e-05 5.910670486099884550e-05
2.053991623166703528e-01 3.129086066034887734e-05 6.611934730236650746e-05
3.051564489644836287e-01 4.441272294992364806e-05 7.206445798283582537e-05
4.415038564452500869e-01 6.100711670083816188e-05 7.581590800692616353e-05
6.214961479986939041e-01 8.103555357759073530e-05 7.716790930253498971e-05
8.369703482350772106e-01 1.039802372294650393e-04 7.621116119704093742e-05
1.073671069917647269e+00 1.284411115049379046e-04 7.291451017882395118e-05
1.300206836136867716e+00 1.516810588614872989e-04 6.712731852732346425e-05
1.473288120232853604e+00 1.697923959099507821e-04 5.896755630109102805e-05
1.455479337661409689e+00 1.802773967215663329e-04 4.941857090343807678e-05
1.277317351303554727e+00 1.809398040705666362e-04 3.962029317435862693e-05
9.876686529431977224e-01 1.705056977020403424e-04 3.020898282473499707e-05
5.911842683859671599e-01 1.486866675492617507e-04 2.153832715845808277e-05
2.542271807088220537e-01 1.195208020823513228e-04 1.431631865760114507e-05
1.036349408911332176e-01 8.847883152749104398e-05 8.882724769363289945e-06
3.560893899590956979e-02 6.009997774203276543e-05 5.137970616560874626e-06
1.081368750237917190e-02 3.716668423164036402e-05 2.755232649132996094e-06
3.064641449142017308e-03 2.069370893626672981e-05 1.357096700694415811e-06
8.491046739269805669e-04 1.050993231726608542e-05 6.224604796766678015e-07
2.383000346141001251e-04 4.945029799266392155e-06 2.706085731335361446e-07
6.916489056147600786e-05 2.199902017001682958e-06 1.139338171541398571e-07
2.073225963113843091e-05 9.569877298070389788e-07 4.740321029831246906e-08
6.270827801030054960e-06 4.149175829237224393e-07 1.977839614837710791e-08
1.846747751358546860e-06 1.820134187003339985e-07 8.287796818210603774e-09
5.095723758007956576e-07 8.125089358356943680e-08 3.456322850204352066e-09
1.284548724116318669e-07 3.619310796920719576e-08 1.416437996088635843e-09
2.885689961203964956e-08 1.566414831093516537e-08 5.637885649821846923e-10
5.319167575296271692e-09 6.546152672879954089e-09 2.156013409582452693e-10
7.683213930821119565e-10 2.615121797285467147e-09 7.576473423332059730e-11
9.672400913014488554e-11 9.929197675270249917e-10 2.650115993035443269e-11
1.056088902579734929e-11 3.581238982067161716e-10 8.779145135824344355e-12
9.992802814513846729e-13 1.227505735627882310e-10 2.757142065723492638e-12
8.182912565941903205e-14 4.004005938857264220e-11 8.224505583060839456e-13
5.784870388039089394e-15 1.250038249896932319e-11 0.000000000000000000e+00
3.504486730748537366e-16 3.870843195632573529e-12 0.000000000000000000e+00
1.886783710262636594e-17 1.429217021215281901e-12 0.000000000000000000e+00
1.124453573183989239e-08 2.934740694957953139e-07 0.000000000000000000e+00
