# t = -010 ms, neutrino energy spectrum for the wh07.15.40g model
# nu_e                   anti-nu_e              nux
6.537369741049070537e-02 6.488661692169784127e-06 9.189757905108087929e-05
1.028746425395523634e-01 1.025127260713582497e-05 1.088830854994127738e-04
1.608301749861870689e-01 1.566756649861306884e-05 1.247883869600751195e-04
2.510007767221029140e-01 2.337265181228893646e-05 1.398980559689413223e-04
3.905537980548801635e-01 3.402682989124894484e-05 1.534302750077228656e-04
6.036736100179630471e-01 4.819546978243987976e-05 1.643738553530994047e-04
9.241092773406730521e-01 6.601199473564331823e-05 1.709167613352610172e-04
1.396592377078575531e+00 8.739192663508405727e-05 1.725755161222825875e-04
2.060500270392636502e+00 1.117318356781589472e-04 1.693349987203419840e-04
2.949234353661601471e+00 1.374475247066551194e-04 1.606552591300275748e-04
4.041718047726408969e+00 1.614557066456207804e-04 1.463135184241406593e-04
5.245206073887390907e+00 1.793469610325659866e-04 1.265632850494688932e-04
6.399883103366731163e+00 1.887416431128928831e-04 1.043752100977124778e-04
7.546429884406266275e+00 1.874610911080102282e-04 8.197264120793513055e-05
7.402480828814377745e+00 1.743558376083840806e-04 6.100106040054694421e-05
6.340771866961015135e+00 1.491643163141366914e-04 4.245869488908839482e-05
4.333703526207587586e+00 1.169095060611028688e-04 2.762003560891577246e-05
2.201205359994272914e+00 8.382521161532906499e-05 1.681750531147631185e-05
8.062827066766156126e-01 5.463017994279236659e-05 9.577115023445995177e-06
2.168495625256149084e-01 3.190561715110556995e-05 5.069319506180252140e-06
4.606945196842265194e-02 1.628439459236104967e-05 2.461053726784297129e-06
8.279328995827867077e-03 7.319387681490059656e-06 1.108557909510949286e-06
1.318009222292024175e-03 2.907161450888852671e-06 4.678998696732185594e-07
1.918777294254495047e-04 1.028712792919366194e-06 1.871020139042245566e-07
2.630122227478207735e-05 3.282478442251542800e-07 7.161612921477750125e-08
3.529225999368132797e-06 1.012425459538854712e-07 2.707297907093159139e-08
4.904011666809792236e-07 3.425342800755361468e-08 1.051187220754756720e-08
7.341489488844601452e-08 1.459932598403401484e-08 4.349537601467000593e-09
1.384878781672896919e-08 7.954028482747049377e-09 1.964377754384114632e-09
2.772719463808660475e-09 4.997320613741004861e-09 9.720706828935138314e-10
5.336156562742178059e-10 3.278536704544911528e-09 5.148089280418979441e-10
8.673746923681129695e-11 2.112357008271287285e-09 2.718786120579873214e-10
1.207882172894736345e-11 1.300401790276294546e-09 1.510566384556912445e-10
1.437785951389666822e-12 7.583122540383355938e-10 8.238249074496619472e-11
1.455665464133447704e-13 4.172538809859879657e-10 4.354393365605769557e-11
1.241976552896041413e-14 2.171333399017529861e-10 2.215851616602805474e-11
8.814911263579389958e-16 1.082346296988075976e-10 0.000000000000000000e+00
5.128159154060432267e-17 5.648877465100239315e-11 0.000000000000000000e+00
2.529473874113616692e-18 4.187232204192611079e-11 0.000000000000000000e+00
1.278204160840065433e-08 8.528062344619677148e-07 0.000000000000000000e+00
