# t = -008 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
6.632555331298510548e-02 2.072458797472033244e-06 2.214547954287968015e-04
1.039591778373432501e-01 3.281973702021916748e-06 2.713514071516816436e-04
1.614596236094651971e-01 5.021026916389152868e-06 3.209197916585308525e-04
2.506793978712948401e-01 7.494578427736741619e-06 3.715398070691098881e-04
3.882623414564310149e-01 1.091422930433827959e-05 4.202051898837943361e-04
5.984785128892851080e-01 1.545853450612422322e-05 4.615817686408421345e-04
9.160818982953056189e-01 2.117430097504431646e-05 4.890546288911176188e-04
1.387308407952181133e+00 2.803255898432391492e-05 4.988883286005007167e-04
2.059901379236785068e+00 3.583382519568671914e-05 4.888255883917877898e-04
2.977567005081666274e+00 4.406090326029044486e-05 4.579637028071821135e-04
4.165619617612906112e+00 5.172360414664394597e-05 4.072543343382366895e-04
5.926663753874978013e+00 5.744901610702791408e-05 3.406912559773700596e-04
7.241728413109033369e+00 6.045666080586209495e-05 2.654188242522495284e-04
8.537170752169899401e+00 6.005109740073726759e-05 1.905205204464393751e-04
9.284375603937460752e+00 5.586083369898176178e-05 1.254666097477384601e-04
8.807055020075409857e+00 4.785745415047383230e-05 7.566217750481894376e-05
6.844154560096412432e+00 3.761092249572113604e-05 4.246427707613803970e-05
4.022805234551714904e+00 2.707517922853040781e-05 2.275464631742189694e-05
1.679435325142075497e+00 1.774640552449903387e-05 1.192046789326819175e-05
4.985514952742131078e-01 1.045365243309658727e-05 6.108379542773609955e-06
1.146189335019676819e-01 5.414695778774449580e-06 3.027462409133528956e-06
2.221670337865858449e-02 2.486483783479601039e-06 1.450384643890584207e-06
3.814132778630985668e-03 1.018538085347524756e-06 6.712103750089030278e-07
5.974046172033191078e-04 3.765785727622541699e-07 3.005086875541799719e-07
8.701131097148029391e-05 1.277853347564211706e-07 1.298372204299391312e-07
1.195425203965731898e-05 4.223529105521446218e-08 5.397990687893625869e-08
1.578580422074470435e-06 1.488070991485355608e-08 2.180158578703607398e-08
2.070143853127756743e-07 6.149700999365024191e-09 8.683252984138489464e-09
2.805986034739354607e-08 3.115249540759904761e-09 3.526416197132739642e-09
3.903088817127926475e-09 1.943248606016358240e-09 1.508428027074640654e-09
6.056728174851920472e-10 1.324634669156791858e-09 6.921698228447275044e-10
8.964665484725763280e-11 9.329852559429910249e-10 3.302734432798145129e-10
1.224344131606057646e-11 6.448114181862133471e-10 1.755735878008930489e-10
1.505781345702436688e-12 4.276174182945359728e-10 9.629311398060989015e-11
1.620732509893967367e-13 2.687841317981433821e-10 5.306856196365888703e-11
1.494219500849450454e-14 1.610959989509279904e-10 2.885563863548320527e-11
1.157655134877940784e-15 9.253039380514253387e-11 0.000000000000000000e+00
7.403044768462046806e-17 5.715244391898174306e-11 0.000000000000000000e+00
4.055948295687742974e-18 4.873804924670378329e-11 0.000000000000000000e+00
4.180177340147491755e-09 2.274441573683079680e-06 0.000000000000000000e+00
