# t = -038 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
1.161095262371455844e-15 9.483457396375113244e-31 4.679211708210953487e-07
1.979195014937006701e-14 1.492794901092128856e-30 4.447919340606443055e-07
3.293840549077888768e-14 2.285556385050191334e-30 4.052214772707889514e-07
4.505979950237968354e-10 3.421696787437730425e-30 3.558601706782604078e-07
9.280088297528289441e-09 5.003384641705787515e-30 2.965221871879268622e-07
1.326092513818774494e-07 7.135574958486991444e-30 2.316395890895363784e-07
1.434677837482714728e-06 9.823243230670701535e-30 1.648935549418830788e-07
2.370079599433108042e-06 1.306619179465162155e-29 1.024638338057782207e-07
8.092539923592161687e-06 1.679471254520012125e-29 4.397061713707279824e-08
6.600279311739632555e-05 2.079867896562849938e-29 1.234024889072503712e-08
1.792620395081862385e-03 2.463671560168998275e-29 3.629425148104069416e-09
8.998773819329401735e-02 2.744473578489249474e-29 1.237748004911541405e-09
8.381309161659934726e-02 2.897255233350505246e-29 2.907182532543808359e-10
3.697292073310043392e-02 2.884171835784410709e-29 8.722180005573826239e-11
7.811057121164371661e-03 2.692655960240968824e-29 2.126862224299639018e-11
6.686640184699658117e-04 2.290863114584899499e-29 3.961539201718845814e-12
3.711446811119118485e-05 1.774099218612161348e-29 2.351383243539534311e-12
1.611316645886196427e-06 1.250798285687552116e-29 6.577779051106820495e-13
5.638848558963456437e-08 7.959156140292623488e-30 1.016759559636750864e-13
1.592664671395037910e-09 4.484070481664136498e-30 9.138636657923806785e-15
3.711435996526808658e-11 2.126663124665558509e-30 4.598899391094111180e-16
7.501234180950502585e-13 8.677425728414791905e-31 1.314576938165586513e-17
1.214350546714661675e-14 3.004179956685758543e-31 1.631616352293014493e-19
1.685398834125415203e-16 8.693817019187236516e-32 6.126365267059722631e-21
2.204024327419445265e-18 1.946542934840434436e-32 1.988752496431218689e-22
2.595996455069190125e-20 3.345088696953717055e-33 5.828867094773566944e-24
2.543908869268327101e-22 4.425410357376446304e-34 1.467942590718084477e-25
4.516219700287049457e-24 4.411377533745505279e-35 2.173581530424939360e-28
3.673981446410794888e-26 3.172743578771265767e-36 1.396577136383463685e-29
3.419929549461104795e-28 1.461859936965664101e-37 4.470120055450987079e-31
2.050495872837669075e-30 4.683230227552129205e-39 9.999434360563119910e-33
1.258019272529082327e-32 1.128254492923001308e-40 1.013295896371560945e-34
2.200549473817451404e-35 2.921326817385977434e-42 3.325984539030976492e-42
6.807173082196115671e-38 1.218785761100216817e-43 2.179491283466686488e-40
5.642203699291295282e-40 3.546008340544793476e-45 1.235364665560334549e-43
1.233611773643319811e-42 1.184995004545188655e-47 1.237373703440031172e-43
2.710831366780391629e-42 7.795013900741767704e-48 0.000000000000000000e+00
5.502820975443766801e-42 7.764457413798879783e-48 0.000000000000000000e+00
1.098678955920986038e-41 7.717665155804778072e-48 0.000000000000000000e+00
1.614641614420942915e-33 5.346267249176061458e-09 0.000000000000000000e+00
