# t = -017 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
4.838065695678763628e-02 2.267126943445960174e-06 4.139912308952616244e-05
7.602802506171900399e-02 3.605755730090704508e-06 4.904306342290864638e-05
1.184139401412629966e-01 5.533595606867606737e-06 5.592652182901672390e-05
1.842664380666145518e-01 8.285216811876995881e-06 6.217972128593426159e-05
2.852928462945127919e-01 1.210595516007829780e-05 6.742524705423871942e-05
4.370984491815652628e-01 1.721331804270437145e-05 7.115423952912470129e-05
6.588298292661103339e-01 2.366336817789038702e-05 7.235312553612061883e-05
9.707990157859752722e-01 3.143763010271836489e-05 7.108035692946408385e-05
1.381968842938904540e+00 4.033500444997352419e-05 6.767817642613528227e-05
1.877443913453922475e+00 4.980430093699405350e-05 6.238876942408989792e-05
2.416638380328310909e+00 5.874307999554155264e-05 5.537109108068165466e-05
3.671708845835464086e+00 6.550167307788012873e-05 4.676611081340809745e-05
3.965532395719625125e+00 6.920386055152795359e-05 3.789146174565265933e-05
3.299256084154112312e+00 6.902659456522666900e-05 2.945786927344655183e-05
2.808250608637489876e+00 6.452972847724133040e-05 2.187665104861255178e-05
1.976419887198334280e+00 5.551641212660708062e-05 1.523800570351111629e-05
1.127903064544475420e+00 4.378909247517532107e-05 9.950535391049275308e-06
5.091480815330456933e-01 3.163803208178662675e-05 6.125595721535254832e-06
1.754371579624083022e-01 2.082389090786763782e-05 3.562455588440249638e-06
4.759715915212129472e-02 1.233375746702755266e-05 1.947227221627285209e-06
1.102878828634464362e-02 6.437106467137685645e-06 9.817587231253169871e-07
2.365385148469306524e-03 2.997797277458782358e-06 4.625039416667296176e-07
4.987189564933815602e-04 1.263209266071727998e-06 2.053842995731204724e-07
1.070181126814663146e-04 4.959441286436297094e-07 8.715045063257807587e-08
2.413263518265785314e-05 1.903101126743174740e-07 3.600514293052781323e-08
5.628225623408276708e-06 7.814082288759140028e-08 1.510005635887243535e-08
1.351226983116375575e-06 3.675161846476318749e-08 6.646971573647464921e-09
3.308509392614332181e-07 1.963917107059244012e-08 3.095556115020193311e-09
7.962020843731283482e-08 1.126149175894120648e-08 1.504893866044724267e-09
1.794582702384703651e-08 6.566390555337905966e-09 7.469233740226997361e-10
3.457630706733202207e-09 3.755365975227754243e-09 3.696202067382592541e-10
5.510705091051948265e-10 2.058619778699427979e-09 1.725709363459289766e-10
7.676061333831049879e-11 1.080765058588599814e-09 8.168671336729953468e-11
9.305974099059736894e-12 5.383322177275798701e-10 3.708094281161212716e-11
9.739925396671318434e-13 2.545168024505521668e-10 1.608654679558156278e-11
8.703979701682197856e-14 1.144023551346386337e-10 6.663763647980169497e-12
6.548652440484523869e-15 4.919402096267111106e-11 0.000000000000000000e+00
4.081685513360794160e-16 2.130429722610570301e-11 0.000000000000000000e+00
2.190133922237065412e-17 1.253426789771644924e-11 0.000000000000000000e+00
4.294396735855345710e-09 3.556430804200508145e-07 0.000000000000000000e+00
