# t = 027 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.452116577293085770e-02 2.706347161153364964e-03 3.452733180748235320e-02
5.836867755135159708e-02 4.632893776367058222e-03 4.867590258245656221e-02
9.675794579455047895e-02 7.739190683009188228e-03 6.657671495226792635e-02
1.590339801717237100e-01 1.270451162616653695e-02 8.951448658301154604e-02
2.593892625385519901e-01 2.053122250174882132e-02 1.190405049337775190e-01
4.177815988769910671e-01 3.266441720833950652e-02 1.568955012503318314e-01
6.636504398099084545e-01 5.112317768566970039e-02 2.049944195434124095e-01
1.038954977224314513e+00 7.860882053136095116e-02 2.654176443827860332e-01
1.580264941794524036e+00 1.185534495856210985e-01 3.402800314822924665e-01
2.314753729723976861e+00 1.750613312942914668e-01 4.316182943578056319e-01
3.232189003726692267e+00 2.526516600928339074e-01 5.412558807009398842e-01
4.321812219041046177e+00 3.557312991982063966e-01 6.706857162009848272e-01
4.863211683205672209e+00 4.876345654481321623e-01 8.208979540352041582e-01
5.250305934355033344e+00 6.490914067103512597e-01 9.920765859739061332e-01
5.286131203572670856e+00 8.364397467660701357e-01 1.183648503968871779e+00
4.864647829088612596e+00 1.040141463348775108e+00 1.393898857345458930e+00
4.082316727273692436e+00 1.243912797417843663e+00 1.619770033238720819e+00
3.119654654520783499e+00 1.424385890673935728e+00 1.855866354823748399e+00
2.175547613857012230e+00 1.553193147541850783e+00 2.093247755406989263e+00
1.396661913536413779e+00 1.604645355382003702e+00 2.320256571047247363e+00
8.373433799559311108e-01 1.567784845214006850e+00 2.526610954782168683e+00
4.778631385626810335e-01 1.448526839995221138e+00 2.703336533640485317e+00
2.647848179563426219e-01 1.259195273485668398e+00 2.834299849856166009e+00
1.446916292950496952e-01 1.027294004840751063e+00 2.903025805366234557e+00
7.866759246729917998e-02 7.859349576904950396e-01 2.895576520105916263e+00
4.258927738234172949e-02 5.654791275465872458e-01 2.802533753660317650e+00
2.306132688586919402e-02 3.849838080597999257e-01 2.620694923149181843e+00
1.281809621662141976e-02 2.501943621267879725e-01 2.359454066170370901e+00
6.939979607406981249e-03 1.568847717989003687e-01 2.038517463032901045e+00
3.522093252714886356e-03 9.600537852345668310e-02 1.686622720883617310e+00
1.602953382447594704e-03 5.791295575709690807e-02 1.335850966602304624e+00
6.681603121535002049e-04 3.467197400860737300e-02 9.791749164842998843e-01
2.579678566256367496e-04 2.069190443883535055e-02 7.276963179950411975e-01
9.008204179654626803e-05 1.242194827146788326e-02 5.270159768013038537e-01
2.796892191838718224e-05 7.651604085260569656e-03 3.752877311691227291e-01
7.587052403918389532e-06 4.930979928293006964e-03 2.702046844178687124e-01
1.771403053658737580e-06 3.358012680312037670e-03 0.000000000000000000e+00
3.579846288361149966e-07 2.464084824024845386e-03 0.000000000000000000e+00
6.711792748288164373e-08 1.600921361287932455e-03 0.000000000000000000e+00
7.496405600174964724e-06 4.554764629326588554e-04 0.000000000000000000e+00
