# t = 011 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.632680705074566724e-02 1.422373857458023418e-03 3.052581812141541909e-02
6.126098835465869363e-02 2.422594344047894043e-03 4.276760633387315796e-02
1.015075055973942569e-01 4.024691680590359623e-03 5.816533544718689025e-02
1.671723155367485225e-01 6.562052569460104581e-03 7.776727338206722295e-02
2.737506088033654361e-01 1.051581860067786998e-02 1.028515084121729983e-01
4.445762194444680127e-01 1.655638613517527655e-02 1.348331688540012618e-01
7.155474605789892140e-01 2.557906735892496661e-02 1.752695090857007143e-01
1.139785872910341391e+00 3.871612558129493981e-02 2.258521454268092865e-01
1.778970265251399896e+00 5.729077394316136468e-02 2.883277716770878962e-01
2.705156734001744834e+00 8.268118715303725275e-02 3.644130973564509435e-01
3.977704028684035720e+00 1.160834934678576930e-01 4.556993621650618498e-01
5.773489451300196862e+00 1.581611919486828888e-01 5.635679129343629246e-01
7.242221852748061295e+00 2.085775043965528430e-01 6.890707155653633675e-01
8.715081689835235679e+00 2.654525775261272202e-01 8.327222034375074688e-01
9.808496143659034772e+00 3.249379684358584264e-01 9.942918488393850396e-01
1.005140991252180704e+01 3.811305302958690744e-01 1.172645854155075051e+00
9.332456314740088743e+00 4.265713981603211358e-01 1.365432280990530600e+00
7.858557880043664845e+00 4.538207485482094738e-01 1.568215882550123119e+00
6.023242290044187541e+00 4.584379195382767280e-01 1.773504432136729481e+00
4.238154797048839129e+00 4.403263900171617284e-01 1.972329173994557872e+00
2.777600333478773997e+00 4.012500654542745515e-01 2.156090690475404692e+00
1.728621889335590023e+00 3.460986343766433992e-01 2.315864655450462717e+00
1.039636535034177856e+00 2.824699508823786398e-01 2.438237863579076681e+00
6.091237568843176353e-01 2.180794658489778881e-01 2.508812319070981900e+00
3.478073813596012642e-01 1.593617429604521629e-01 2.515046407876460943e+00
1.930547717425607213e-01 1.104894907527947390e-01 2.449962228452678747e+00
1.033700950112402261e-01 7.308901914243376430e-02 2.313720284223220069e+00
5.282457222746271552e-02 4.676802725562770324e-02 2.113342694748508777e+00
2.514632900096548662e-02 2.952662525943484592e-02 1.863046122856182985e+00
1.074563567990533507e-02 1.839938764187966022e-02 1.585146705782338294e+00
3.862744538247764054e-03 1.125285213640707903e-02 1.302987865475323748e+00
1.127455320676925199e-03 6.689472589034447213e-03 1.000065604608107783e+00
2.773985222191282271e-04 3.850655240475803036e-03 7.844580670739480510e-01
5.640903038219020730e-05 2.165226649176486134e-03 6.062306028528379187e-01
9.336127314338176256e-06 1.200578718474687836e-03 4.747931868198134731e-01
1.242660851866592792e-06 6.663718546812777031e-04 4.047627309267120554e-01
1.318138798101869374e-07 3.858820454621561644e-04 0.000000000000000000e+00
1.102024966576621443e-08 2.484468720439141163e-04 0.000000000000000000e+00
7.533675093062845939e-10 1.536215081690073606e-04 0.000000000000000000e+00
4.007506383898811362e-06 4.093534971244162262e-04 0.000000000000000000e+00
