# t = -005 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
4.618455138004024657e-02 1.934851572345488198e-06 5.640873743150266392e-03
7.217836228909836616e-02 3.062810422532103593e-06 7.166620508621848046e-03
1.115299240257676128e-01 4.684147747818051138e-06 8.737047910774245474e-03
1.723926617867101441e-01 6.986188317459764396e-06 1.037300000540661293e-02
2.661091644601872308e-01 1.016337433715543599e-05 1.197387637663301953e-02
4.092499203645002526e-01 1.437742379682716675e-05 1.334493641950192967e-02
6.262931206472424073e-01 1.967470590807709408e-05 1.420954214432240161e-02
9.511205885505912283e-01 2.602651813624251009e-05 1.425064301544542653e-02
1.423478115205995875e+00 3.324413280564657519e-05 1.316162708928411869e-02
2.084664870172103779e+00 4.084014094817569961e-05 1.073746541505642658e-02
2.984502879155182420e+00 4.790045668533012197e-05 7.128824144329518574e-03
4.594785744610084599e+00 5.319557525589631156e-05 5.445646137680571972e-03
5.699371629307064424e+00 5.598569552834667520e-05 5.999313652065419930e-03
7.108969530222553956e+00 5.562295800184619742e-05 5.443921685860741468e-03
8.614898163361159433e+00 5.176132796699827349e-05 4.312007363717569597e-03
9.330804033848473011e+00 4.442707108793280188e-05 3.032096288303345356e-03
8.627575153351724424e+00 3.503532659588374571e-05 1.914380200599962237e-03
6.538960022801758143e+00 2.535036743451480695e-05 1.107144887410337715e-03
3.845321629789469675e+00 1.673953931176918339e-05 5.981795881943496786e-04
1.639245253907670286e+00 9.970790623600831677e-06 3.036639307098062306e-04
5.020026015865041158e-01 5.262316428800567559e-06 1.447919357613548135e-04
1.188513917395293135e-01 2.488448351829334113e-06 6.401395662571021802e-05
2.254126803000942175e-02 1.066037383688173419e-06 2.558487291326353051e-05
3.512995993564985153e-03 4.211585542809089905e-07 8.909087950857907666e-06
4.724738662717208612e-04 1.561284406979443900e-07 2.588128109427623787e-06
6.005982960593814765e-05 5.780854814440855594e-08 6.099439451866918167e-07
7.951153179553352101e-06 2.252024816618753549e-08 1.441139898523235968e-07
1.115855011578764850e-06 9.497037315144098013e-09 4.930448126585647797e-08
1.502415229870971667e-07 4.315207626438733126e-09 1.863025602576329550e-08
1.804952632677646744e-08 2.116804927513333169e-09 7.049537042285119618e-09
1.885227406399459763e-09 1.121421634080311421e-09 2.561119572965841497e-09
1.732997027310136878e-10 6.903158807355312758e-10 8.855615978837481350e-10
1.454577998759159070e-11 4.560910682887997143e-10 3.802950343103114145e-10
1.234490867340655509e-12 3.109680443885602815e-10 1.828487666150453808e-10
1.163619472608758268e-13 2.110092816337614565e-10 9.409763886970481448e-11
1.031939840225750525e-14 1.384416796505412678e-10 5.047012880732475345e-11
7.838445541092150128e-16 8.804345936193760784e-11 0.000000000000000000e+00
5.012311193821173445e-17 6.372479583431904835e-11 0.000000000000000000e+00
2.780619061329420642e-18 5.947376598585772401e-11 0.000000000000000000e+00
3.998042995263039488e-09 6.844151355884370291e-05 0.000000000000000000e+00
