# t = -031 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
1.905325489436069525e-02 8.321470321169493928e-07 2.184958856382586740e-05
3.017376493735250340e-02 1.290744552879361043e-06 2.584847853178951526e-05
4.648660361461968982e-02 1.939564087474616582e-06 2.961038646983732957e-05
7.122337657498506447e-02 2.840863900116798327e-06 3.298818075233284330e-05
1.075109545475341072e-01 4.051375658451811904e-06 3.565150985059017431e-05
1.565327368459141777e-01 5.606950579956501196e-06 3.721440030362503214e-05
2.178275111880634274e-01 7.507306548223845113e-06 3.719037463951418938e-05
2.844453639499683328e-01 9.711176328501029283e-06 3.558589590318709872e-05
3.394550338200202910e-01 1.210470682834920893e-05 3.260756893233225006e-05
3.627649961326666062e-01 1.446771860843726058e-05 2.851501714540367514e-05
3.465124804904268219e-01 1.647537921199736173e-05 2.361612752559650319e-05
2.317618534893955695e-01 1.778867119410343622e-05 1.836834320698191891e-05
2.091731320535352989e-01 1.818181343267069228e-05 1.345554727673861033e-05
7.742594508950427501e-02 1.749940746747165568e-05 9.255773570778170879e-06
1.388243363452925164e-02 1.571853234926271560e-05 5.932972290232102966e-06
1.399728467294892708e-03 1.303262424657892460e-05 3.485620040329320891e-06
1.884231097210122214e-03 9.929783514437879092e-06 1.856402868873417125e-06
6.536427822616821485e-04 6.925047910564378182e-06 8.895482409267375725e-07
1.342051763132316809e-04 4.385299697492705757e-06 3.803542668023412700e-07
1.571263634299883738e-05 2.487032401447933658e-06 1.433377340822568492e-07
3.901419095872160342e-07 1.242303540439047541e-06 4.676165209859912204e-08
1.305654731139087791e-09 5.452937802742339924e-07 1.296832875450160503e-08
2.671293083226783236e-10 2.091786612439907895e-07 2.613155616676343249e-09
4.178161528213943417e-11 6.946100363104964397e-08 2.296648279428412577e-10
5.142296772562885765e-12 1.957789397361659556e-08 9.098239722345180441e-13
5.400637271272700875e-13 4.596814664888704471e-09 9.187354114689814740e-14
4.944465786372139715e-14 8.328563077353065159e-10 1.811518685548675143e-14
4.120956560098170230e-15 5.070786935256387673e-11 3.172863682144764670e-15
3.142020977148325854e-16 7.139164753071442794e-14 4.807824805153657303e-16
2.190860679034869462e-17 2.047322803114654734e-14 6.469567369744146286e-17
1.419963632858848614e-18 5.920839891009102394e-15 7.967356424015380066e-18
8.553433528354979204e-20 1.148573477320677924e-15 8.659895272355816207e-19
4.778516055029861073e-21 1.782431608454778579e-16 9.058233281852872890e-20
2.460088421756844223e-22 2.359155829070112209e-17 8.762361727562246532e-21
1.173026262551708296e-23 2.784966505130670048e-18 7.825118043033971302e-22
5.209635150132842315e-25 3.036374491444664243e-19 6.498269714082510742e-23
2.167445283486329145e-26 3.102386008364683576e-20 0.000000000000000000e+00
8.393338338534356113e-28 2.951300705795533768e-21 0.000000000000000000e+00
3.047447376342529067e-29 2.661346200971026512e-22 0.000000000000000000e+00
2.254307800348100728e-09 2.101975896837892160e-07 0.000000000000000000e+00
