# t = 052 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.226736817460910262e-02 3.551371435184958163e-03 3.635379132842758709e-02
5.453678600261241405e-02 6.083731565001906580e-03 5.146811939300019456e-02
9.025229463375163130e-02 1.016089728055502572e-02 7.063319038317868170e-02
1.479275458208012262e-01 1.667802946660914415e-02 9.527989403025761972e-02
2.405540784700531953e-01 2.695877227402948551e-02 1.271531200020279417e-01
3.856396737170068034e-01 4.291469049716088724e-02 1.681751210087009396e-01
6.089437676322358994e-01 6.723813734314501578e-02 2.204486043635467130e-01
9.515186032637967806e-01 1.036030800304997002e-01 2.862421456177010048e-01
1.441651546462576317e+00 1.567557316023626413e-01 3.678133983761052161e-01
2.097163968773898546e+00 2.325250478046122504e-01 4.672781245123542315e-01
2.888712078796734861e+00 3.375977795519122804e-01 5.864218139247682204e-01
3.585540788719805416e+00 4.789452653145787053e-01 7.264401369316475510e-01
3.967930860390746162e+00 6.626522396364440404e-01 8.881429283880646341e-01
4.202067312649073294e+00 8.918054909317715273e-01 1.071383921165902864e+00
4.133508597009498686e+00 1.163652293341020494e+00 1.274923258741015086e+00
3.736013963002937643e+00 1.467392414376342602e+00 1.496374306949532995e+00
3.080330572919938614e+00 1.782689870300922852e+00 1.732068366321805941e+00
2.314562037428565588e+00 2.077627613074448654e+00 1.975994183381676761e+00
1.586015584777296761e+00 2.309033217959698181e+00 2.218106664198709055e+00
9.950527007835812121e-01 2.431347428613413353e+00 2.444927472740397345e+00
5.770285707283744348e-01 2.418611433467687366e+00 2.645829702328763577e+00
3.142942077122947708e-01 2.275353706410388366e+00 2.814879135060836646e+00
1.638843121269929204e-01 2.012026129400966923e+00 2.934753254104992770e+00
8.313052008812345239e-02 1.666204422759788306e+00 2.985033878527297624e+00
4.133163534040015796e-02 1.288977884986104439e+00 2.950946434613679337e+00
2.090517549982988388e-02 9.324269875780019090e-01 2.825142195818553414e+00
1.055171771560324198e-02 6.332851111473224437e-01 2.608914700813036003e+00
5.304051883311889509e-03 4.064773132919767273e-01 2.313195724263332753e+00
2.633229052501418095e-03 2.487877537812213380e-01 1.959704244028815934e+00
1.278444369040654480e-03 1.468398553708137322e-01 1.580272386721819355e+00
6.108193481302628654e-04 8.457772815091293972e-02 1.210683419518986392e+00
2.873757064205958263e-04 4.789478348496487708e-02 8.499959508781644857e-01
1.313904379578481835e-04 2.704299890115333810e-02 5.966104244070039586e-01
5.785732658470544448e-05 1.526566836346150875e-02 4.002018188619995143e-01
2.401633495171053462e-05 8.679563242153543259e-03 2.590065085631119146e-01
9.240205612451084523e-06 5.037427172518378626e-03 1.653563217370606075e-01
3.285238975224031257e-06 3.096834327101871329e-03 0.000000000000000000e+00
1.108429834392979520e-06 2.084025767272405533e-03 0.000000000000000000e+00
3.561123538750277463e-07 1.274519480181923303e-03 0.000000000000000000e+00
9.587830002152571929e-06 4.615756353827819088e-04 0.000000000000000000e+00
