# t = -022 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
3.321912566176339621e-02 2.237542463381767224e-06 3.148982717787991926e-05
5.225894559950078344e-02 3.611327048179045736e-06 3.830013439836127133e-05
8.030923554045446555e-02 5.570117112810037583e-06 4.434896772985598971e-05
1.225847236318165501e-01 8.355008078594736056e-06 4.985673274960162124e-05
1.851671292220997411e-01 1.221878442093136147e-05 5.457344003947276980e-05
2.748882345673835381e-01 1.738403099468211003e-05 5.807180843492258247e-05
3.984332845365411435e-01 2.393457232155496689e-05 5.954641229948437779e-05
5.628756166287250950e-01 3.186221261023363906e-05 5.897590957187093692e-05
7.684691068752823595e-01 4.097080262309980066e-05 5.659748028103435115e-05
1.011766869207473052e+00 5.071704021854276593e-05 5.263843546847322481e-05
1.263563200169030010e+00 6.002738889037738612e-05 4.709822545359401474e-05
1.708553797078596448e+00 6.735120169983675016e-05 4.022875570442902173e-05
1.686099910431255289e+00 7.168245571026086397e-05 3.296766530251826814e-05
1.496735943407319080e+00 7.213543888218313185e-05 2.588468696880827681e-05
8.848714891776998659e-01 6.818357989759234194e-05 1.942328692068715718e-05
5.561214602092662274e-01 5.967643430874520647e-05 1.372440581678033437e-05
2.901638515166230503e-01 4.818296437787853917e-05 9.113490277960046050e-06
1.232850399598204444e-01 3.586407257961641041e-05 5.702656693943051729e-06
4.342768823701753655e-02 2.453408294529919802e-05 3.363695569630207334e-06
1.330307272883470178e-02 1.532210847935741081e-05 1.861313728777104984e-06
3.739694983237524389e-03 8.651195824299717058e-06 9.556768314312222873e-07
1.007412510980067351e-03 4.483634545871563866e-06 4.599515773993355250e-07
2.675280944621429729e-04 2.174790362470566928e-06 2.103138028783015485e-07
7.124490460709598813e-05 1.006311720007276604e-06 9.295071329147740520e-08
1.914687667983433784e-05 4.578800326841059264e-07 4.042028475209859154e-08
5.162908123583267814e-06 2.106974346243734064e-07 1.755986121002334635e-08
1.376238338957575194e-06 9.862127526743172566e-08 7.649501026362380550e-09
3.555620281041748221e-07 4.579704849450703797e-08 3.318421927263367571e-09
8.642144725099491750e-08 2.143112226307576860e-08 1.416743059270705246e-09
1.914022358843617697e-08 9.877002918335109069e-09 5.885366293515285508e-10
3.634492596606127505e-09 4.367326904713430121e-09 2.353891128024144684e-10
5.846648122091281508e-10 1.851580036419144954e-09 8.670095755903189500e-11
8.270122263922181319e-11 7.482243732106200232e-10 3.186371630045875258e-11
1.021293910981005973e-11 2.881108548639694600e-10 1.111478710507608923e-11
1.094600620132984142e-12 1.057321812100418678e-10 3.682996992469619367e-12
1.012890551711843718e-13 3.701310552436155090e-11 1.161320172160856476e-12
8.044936223700990652e-15 1.241906932225520543e-11 0.000000000000000000e+00
5.422584503038423430e-16 4.143414041068466776e-12 0.000000000000000000e+00
3.214885434451540607e-17 1.665594194595590200e-12 0.000000000000000000e+00
4.281383475261182099e-09 2.617541998824103997e-07 0.000000000000000000e+00
