# t = -035 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
1.826807302570113887e-08 1.133964590686295181e-30 5.886114709113698244e-06
2.001076317276922179e-07 1.783149915570338297e-30 6.738963035283169082e-06
1.057211103378142778e-06 2.727327319752214971e-30 7.331211264921764539e-06
1.439117474821302178e-08 4.079035168517824317e-30 7.594434636881033213e-06
1.673596044101602280e-05 5.958418798054598903e-30 7.431818954916751888e-06
6.150222878012898608e-04 8.487292546939248414e-30 6.906088205448731085e-06
3.868143207238158594e-03 1.166890511551311805e-29 6.029117608974861161e-06
8.261505815425312926e-03 1.550020191713281068e-29 4.952390868708464839e-06
1.698856272019588082e-02 1.990501653051700356e-29 3.831200051677562964e-06
3.258212897552159593e-02 2.463596253200478311e-29 2.777217946810585487e-06
6.613090464124583845e-02 2.916082228145557048e-29 1.858499106209834849e-06
1.115050728323943585e-01 3.246089975477981090e-29 1.053365118881993637e-06
1.101641636933081286e-01 3.423408929002380506e-29 4.999515378155112948e-07
5.285812466246558872e-02 3.403263208449818471e-29 2.266595710094097402e-07
1.185666534751324448e-02 3.170869912121968143e-29 9.616574416066164936e-08
1.168306257280712175e-03 2.690526589608269459e-29 3.528314321862136258e-08
8.056545177712028333e-05 2.074888875214801676e-29 1.123145519448191053e-08
4.396674819673874855e-06 1.453931329360694045e-29 3.229382601929075217e-09
2.020809158663148888e-07 1.382033083504753910e-29 8.813481578900445827e-10
7.884117129266398434e-09 5.096786076228997420e-26 2.359654607459918565e-10
2.369356819987174435e-10 8.387790136743931302e-22 5.959483859927319838e-11
9.282320829166898551e-12 3.483035877109389454e-17 1.305990551185787810e-11
2.669646893151897792e-13 1.908587943067865057e-12 1.989327602263295195e-12
7.396316319391012913e-15 4.403067505928018687e-11 1.527664428637354033e-13
1.931098978251953997e-16 2.706433667651183884e-11 1.305045314680779774e-15
4.138741857886581281e-18 1.031775878252145552e-11 1.155053690843061072e-18
6.189927397776592671e-20 1.265818520918654011e-12 1.133990094724512189e-19
5.090148372508122090e-22 9.404449287598731833e-14 1.214067863458594062e-18
4.760921591958455862e-24 3.834397830651370084e-15 1.154546622812387178e-19
5.982422858476546699e-26 4.481398468781665774e-19 5.471568864378697312e-21
7.723027377730800570e-28 3.196557463017342132e-18 1.855082306028052454e-22
1.114124930521306807e-29 6.805405300885818733e-19 4.324475774850215643e-24
2.045853805179989330e-31 2.806164715857217236e-20 6.498159633832330042e-26
4.748439104374191435e-33 8.403549316714043668e-22 8.653729021327217315e-29
1.059684210896896238e-34 1.785893173413324583e-23 4.057292413440413944e-31
3.413589079035225539e-36 1.763372871502783084e-25 1.699936711645688551e-32
1.114439663240734099e-37 2.045308039455219988e-33 0.000000000000000000e+00
3.265429231413302652e-39 1.463266366400943613e-34 0.000000000000000000e+00
1.284904748240143674e-41 2.178037042090690444e-32 0.000000000000000000e+00
1.940650825177259092e-33 5.281807109453030265e-08 0.000000000000000000e+00
