# t = 014 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.606410806236037825e-02 1.697522114041803048e-03 3.150840105921721285e-02
6.090070928179248944e-02 2.894011699049271746e-03 4.426229476035983823e-02
1.009988675669667851e-01 4.814569222422780161e-03 6.031444189587823607e-02
1.663951693634195261e-01 7.864709398174648744e-03 8.076656414783024707e-02
2.724077479734096086e-01 1.263409922134929760e-02 1.069727472183478051e-01
4.416711605090033466e-01 1.995238311192449460e-02 1.404314106123755179e-01
7.085876623409324004e-01 3.094007717376131769e-02 1.827900666893061965e-01
1.123104434735922919e+00 4.703933232177608115e-02 2.358385923490477210e-01
1.739502431690476358e+00 6.998568324595447199e-02 3.014217819581328506e-01
2.615556014856481148e+00 1.016694166127674326e-01 3.813420474640927260e-01
3.785340124133903306e+00 1.438863656199142194e-01 4.772596409275087770e-01
5.353400313665562571e+00 1.979355958116334468e-01 5.905991839599301629e-01
6.484332869157992896e+00 2.640376002218428608e-01 7.224261575420448667e-01
7.519744560905327724e+00 3.405903863298879730e-01 8.732351324650032831e-01
8.125120402878057035e+00 4.235041595933573544e-01 1.042744871851566613e+00
8.005682492175935749e+00 5.059205235716941473e-01 1.229670584631660457e+00
7.160638304560150935e+00 5.785109632007264802e-01 1.431557050515890550e+00
5.819084336447907013e+00 6.305993544303835074e-01 1.643989808301370426e+00
4.312944594758961081e+00 6.530075159030170884e-01 1.859597493571426341e+00
2.940875646364342622e+00 6.417948136083482247e-01 2.068989661768823041e+00
1.875418860295544388e+00 5.985272546752947731e-01 2.263514396888144375e+00
1.141370739074086593e+00 5.276828827384270060e-01 2.434405747372232032e+00
6.771670535988423278e-01 4.390312674881610144e-01 2.567518952366131035e+00
3.961651863538782070e-01 3.443396190393083756e-01 2.647767214620015963e+00
2.286396064888379653e-01 2.547505808203438527e-01 2.661664259482018569e+00
1.290762919985216639e-01 1.783408644154815814e-01 2.600551732860006737e+00
7.091076142554306183e-02 1.188931314599818295e-01 2.462562798206808790e+00
3.761014590775833139e-02 7.610801274078093925e-02 2.252923488619996029e+00
1.883016127464429493e-02 4.748995977911527056e-02 1.985312676626294293e+00
8.589861098894957178e-03 2.959399030489419727e-02 1.684638134300641577e+00
3.355024398079862330e-03 1.854245328932537309e-02 1.379090902736998636e+00
1.099184989198730535e-03 1.154305215793663929e-02 1.053431297669809030e+00
3.123255623404267898e-04 7.057459698314223588e-03 8.204298065146374830e-01
7.478781742039657576e-05 4.199320274156004631e-03 6.265491106619414108e-01
1.482027645236554547e-05 2.442251555688273058e-03 4.808455631918140960e-01
2.388125650735230667e-06 1.419190336341692640e-03 3.937928684014122549e-01
3.083927989573055288e-07 8.644942438355868609e-04 0.000000000000000000e+00
3.142451336395878669e-08 5.853532269326470897e-04 0.000000000000000000e+00
2.641588833184082600e-09 3.724217881855076419e-04 0.000000000000000000e+00
4.751933836993737049e-06 4.232057298654487974e-04 0.000000000000000000e+00
