# t = -024 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
2.698669029338202074e-02 2.169542064245599168e-06 2.970595009742646117e-05
4.243937275795551384e-02 3.514458024803507912e-06 3.651203529902724972e-05
6.477453294613780277e-02 5.425914346710926778e-06 4.256546941193606228e-05
9.800038557194815092e-02 8.133984494955364482e-06 4.804425112972678493e-05
1.465823350086171151e-01 1.188099117789434134e-05 5.275439495547199696e-05
2.154358537158100328e-01 1.687653917745591997e-05 5.629664303774165697e-05
3.088606804393742022e-01 2.320759603770887369e-05 5.790076443291942824e-05
4.314759733136906972e-01 3.086460351886579761e-05 5.752532983960543964e-05
5.809397939577973791e-01 3.965019825104715854e-05 5.535791964714944081e-05
7.435833917402149273e-01 4.903103330019044392e-05 5.158076097019101918e-05
8.582348328794323633e-01 5.798262831947658162e-05 4.627572272696503931e-05
1.078524752085135097e+00 6.508658275881861149e-05 3.953258357808949185e-05
9.159912220290725715e-01 6.934868066592702446e-05 3.240532194348165181e-05
8.180378922517999030e-01 6.990802177704614486e-05 2.543123385948751133e-05
5.211526217037317776e-01 6.624624006388007275e-05 1.900434021227311398e-05
2.664543614862179277e-01 5.829474496583758830e-05 1.339164412383854896e-05
1.292731213343656649e-01 4.746687801339442777e-05 8.880523686956193986e-06
5.223311629436094145e-02 3.573588800527246670e-05 5.546656146565647471e-06
1.814971281167343173e-02 2.481317297435420491e-05 3.260449629963686835e-06
5.674178439532434094e-03 1.580502120211715812e-05 1.795869253916493663e-06
1.670844451282867084e-03 9.175836081711407944e-06 9.200884309257434290e-07
4.806565814866606756e-04 4.915555045176337308e-06 4.418786860619279369e-07
1.376755312752005352e-04 2.460083577925164109e-06 2.013441555365143342e-07
3.933640703539341822e-05 1.168407833906005332e-06 8.830104860876275765e-08
1.110251640894863647e-05 5.365404215932265696e-07 3.771997862985010883e-08
3.044837052620043992e-06 2.418652016418509585e-07 1.579293067814675571e-08
7.972789348909963931e-07 1.074820699172893486e-07 6.470688274140216048e-09
1.962960422612653470e-07 4.669131668370800720e-08 2.577154222804081188e-09
4.451803573047282601e-08 1.965332775514250753e-08 9.897255526575973893e-10
9.113943748122942749e-09 7.993250174831168232e-09 3.639732034413562830e-10
1.614390440860256402e-09 3.114725747585944051e-09 1.273310206536202149e-10
2.481615304558103191e-10 1.156555977807187278e-09 4.065330235636734373e-11
3.383842959327839598e-11 4.078762124280454446e-10 1.286376271132924707e-11
4.063404082742239849e-12 1.366697007562332405e-10 3.842219284562320715e-12
4.270984435106897199e-13 4.353517134778533876e-11 1.085157250702659861e-12
3.914638958984495801e-14 1.319597116078957854e-11 2.904199447999397924e-13
3.119662210427614171e-15 3.823214928052782589e-12 0.000000000000000000e+00
2.143057306515057068e-16 1.092186343356923131e-12 0.000000000000000000e+00
1.306373397680443835e-17 3.512675372112923768e-13 0.000000000000000000e+00
4.325728035568257102e-09 2.481989809918401297e-07 0.000000000000000000e+00
