# t = -001 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
3.935221067550190993e-02 2.939450899641465301e-04 1.618917242645885254e-02
6.601182317874437766e-02 5.071970545701151665e-04 2.249263764655146797e-02
1.090034016135018047e-01 8.511563492347292911e-04 3.006879013169243622e-02
1.793123203173396241e-01 1.400669161794995373e-03 3.948182700738692152e-02
2.935736544448196428e-01 2.265713569231807886e-03 5.127478319445129273e-02
4.776152287753947512e-01 3.601508119695006737e-03 6.597734455597524528e-02
7.722089197631684110e-01 5.619931077397785982e-03 8.412268243054500660e-02
1.240829296188663999e+00 8.596709243936181272e-03 1.062417040920192318e-01
1.967096040502330334e+00 1.286545669137342980e-02 1.328119882668881702e-01
3.075251481467363490e+00 1.878787570040130889e-02 1.641827343396142780e-01
4.736638625153156035e+00 2.669164131309132576e-02 2.003788072012328558e-01
7.723141396799873881e+00 3.677446485782460278e-02 2.410521187741825888e-01
1.049499052088162365e+01 4.897578210585850494e-02 2.858224443982937402e-01
1.454110363648327287e+01 6.282957928218582677e-02 3.340213201882419325e-01
1.970404218726455525e+01 7.735721890726890426e-02 3.846269200571290625e-01
2.532209639289176906e+01 9.107136785390630707e-02 4.363083880167113460e-01
3.027923294895094131e+01 1.021280141148309534e-01 4.878859912784641040e-01
3.283456764514037474e+01 1.085964449408841348e-01 5.391901127682949824e-01
3.144069780602165665e+01 1.090909709713747539e-01 5.908887365530763880e-01
2.587407359176898325e+01 1.034984263227425039e-01 6.421718961949152149e-01
1.785729377587604105e+01 9.244719017429341157e-02 6.916473298082116417e-01
1.017573581732378329e+01 7.744064555317135834e-02 7.359475387200539176e-01
4.744331027143227075e+00 6.051686334277123908e-02 7.683324284677381932e-01
1.765464870713589596e+00 4.387266700220791155e-02 7.820368300963129737e-01
4.982641086888738302e-01 2.939386672396614164e-02 7.706916676645266806e-01
9.975484297076368800e-02 1.821195914225269899e-02 7.231787422895262774e-01
1.170595477605164934e-02 1.043884647192616991e-02 6.369506326561622522e-01
4.197974816211810529e-04 5.519383592709965411e-03 5.184052469029156729e-01
4.251379986690713544e-06 2.672867655667843147e-03 3.832885979689215628e-01
5.611026968055936082e-07 1.172103698175947038e-03 2.525467279050634950e-01
6.893243648565280369e-08 4.562557414228269703e-04 1.441888692607995459e-01
7.107855813528433251e-09 1.530973204898970329e-04 6.579331046694691931e-02
6.215951530937396656e-10 4.211780948348402422e-05 2.399194640183622065e-02
4.653219887043619590e-11 8.666112819126016418e-06 5.338896173903063917e-03
2.981963647421654236e-12 1.031261995643731774e-06 3.293985909897543737e-04
1.644431745634097603e-13 3.089016666923940877e-08 2.109394920661609441e-10
7.782989898770549924e-15 5.873596710863954984e-11 0.000000000000000000e+00
3.077432908030978196e-16 4.825271263330309620e-11 0.000000000000000000e+00
1.015213505604788163e-17 4.722081954165101654e-11 0.000000000000000000e+00
7.643251857087678610e-07 1.980802818250170460e-04 0.000000000000000000e+00
