# t = -011 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e              nux
6.301975149726818382e-02 2.178143911280326501e-06 7.257061651826880104e-05
9.912970893680937701e-02 3.449601949561095537e-06 8.541665711259649690e-05
1.548713720582829967e-01 5.280640698638829635e-06 9.712942170756202977e-05
2.420862803089861570e-01 7.889257753489157675e-06 1.080133319621166062e-04
3.776061273521815753e-01 1.150140720845118015e-05 1.174532238238870928e-04
5.858515839338344078e-01 1.631097684833968315e-05 1.245047461372188766e-04
9.012789987891509647e-01 2.236571736674740886e-05 1.275871583596336711e-04
1.368546802779419869e+00 2.963845796637889674e-05 1.264674937104537389e-04
2.029681329026761460e+00 3.792469423158152832e-05 1.211442352234732314e-04
2.907089509732337707e+00 4.668503853486889705e-05 1.120989142517703961e-04
3.980026667311496791e+00 5.486902308903574178e-05 9.951331834288000501e-05
5.477777245178994114e+00 6.097778675684503887e-05 8.388826254251311408e-05
6.275899306416333978e+00 6.419850223303426534e-05 6.745149824007975656e-05
6.814712942898735193e+00 6.378805704881079103e-05 5.170187198736440009e-05
6.718487711403465568e+00 5.935263558161671209e-05 3.768231950722767120e-05
5.583141607111566707e+00 5.080538833383776867e-05 2.582245961580180926e-05
3.666887494100659506e+00 3.984945043203319521e-05 1.662456779265893413e-05
1.822074730196545200e+00 2.860078230753054768e-05 1.007878798626176897e-05
6.667294672926156185e-01 1.866451765889377062e-05 5.754814596521576156e-06
1.804028208934445321e-01 1.092136910635650146e-05 3.082831597876918070e-06
3.866628369729405157e-02 5.590840517698850697e-06 1.533346332331569920e-06
7.046866579850523220e-03 2.523978832700552335e-06 7.170011239226680384e-07
1.150705273671925530e-03 1.009243566765402762e-06 3.179345466775869330e-07
1.754218768841836321e-04 3.611872060109827844e-07 1.345451878029501314e-07
2.601540666905718439e-05 1.178748942258689994e-07 5.442143329768193773e-08
3.950942405446780369e-06 3.799264722086822648e-08 2.155609535122943958e-08
6.310284483844501906e-07 1.408478623441016893e-08 8.670469844972350843e-09
1.187401098320733146e-07 6.742659896851893203e-09 3.674434774421930174e-09
2.380815634703928886e-08 4.056744084724070842e-09 1.682383501724748106e-09
4.868410687917353312e-09 2.743490697515873451e-09 8.346859860938050585e-10
9.126913136597119580e-10 1.895840949609814597e-09 4.392364419556382274e-10
1.475758873135408012e-10 1.277170599186242286e-09 2.294524480657631959e-10
2.087204667621075433e-11 8.209780269161330592e-10 1.261062316955878030e-10
2.570471269567572895e-12 5.004001053980990758e-10 6.818207826702314437e-11
2.734620693407385880e-13 2.885087457886182925e-10 3.582684713698342583e-11
2.481698874712072989e-14 1.574052367263147438e-10 1.816828215838146798e-11
1.890063035944328070e-15 8.219915800327832655e-11 0.000000000000000000e+00
1.187195870163663491e-16 4.477999389019096832e-11 0.000000000000000000e+00
6.382977262644212899e-18 3.420206415723375882e-11 0.000000000000000000e+00
4.299462627097463648e-09 6.734645310716527091e-07 0.000000000000000000e+00
