# t = 005 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.642441433300043496e-02 8.761712535996033641e-04 2.589675042294455054e-02
6.120740077800763956e-02 1.493407359953088584e-03 3.621468841966411778e-02
1.011025467750140822e-01 2.483234621775152161e-03 4.905178903269367952e-02
1.661106908834865115e-01 4.051997674614901158e-03 6.525970641273719230e-02
2.715758989123154832e-01 6.497204458662250888e-03 8.585825991725343220e-02
4.412178035066973703e-01 1.023355048544067301e-02 1.119516057847602108e-01
7.123709105568949429e-01 1.581481717660177672e-02 1.447381736567932842e-01
1.142958723872366411e+00 2.393712468391563306e-02 1.854991428183685176e-01
1.806765481802387274e+00 3.540257128595632186e-02 2.355497530924594851e-01
2.809811147410357535e+00 5.101858724186822402e-02 2.961582494873227778e-01
4.283716745540703918e+00 7.142052682407781794e-02 3.684773492961960217e-01
6.595137201399480453e+00 9.681877445559151918e-02 4.534743823994571432e-01
8.980055341443174299e+00 1.266747892441567602e-01 5.518356162973769852e-01
1.190114582625204775e+01 1.593618263585101502e-01 6.637809580664078002e-01
1.488684617369710494e+01 1.919468757345489662e-01 7.888901430214655397e-01
1.702638218297641970e+01 2.202835561945009069e-01 9.259561009207543103e-01
1.754095215255595619e+01 2.396391421890487761e-01 1.072639556292338758e+00
1.626668875871151698e+01 2.460634854118479986e-01 1.224708051043300161e+00
1.364700297422730735e+01 2.381602747590468305e-01 1.375918347349780246e+00
1.044534877131476058e+01 2.173647063262588164e-01 1.519848513043837057e+00
7.370113349337371389e+00 1.864971473587812290e-01 1.650802084906496381e+00
4.833684646409737162e+00 1.503543514318672891e-01 1.759897116762896285e+00
2.959593564775339747e+00 1.142235217591596186e-01 1.836636037986018932e+00
1.697638645001938729e+00 8.220967188401992476e-02 1.870192372974157857e+00
9.115449086802969170e-01 5.657560367565860060e-02 1.852012165131296184e+00
4.411515739452326335e-01 3.776818867854305622e-02 1.777935196290122644e+00
1.998012199373938313e-01 2.468821584892403470e-02 1.650363993080184777e+00
8.171017536725090624e-02 1.564768214805774271e-02 1.477515739264906092e+00
2.920149288558188810e-02 9.550844529669028429e-03 1.272763824893450302e+00
8.920725133984114610e-03 5.608654919781222783e-03 1.054486177587732776e+00
2.186621998888893612e-03 3.185274605448838725e-03 8.425849013450092961e-01
4.107641247876140929e-04 1.753778426827806930e-03 6.306014258897876257e-01
6.251487988461706220e-05 9.356004920666011974e-04 4.856123419022940757e-01
7.661780641590595030e-06 4.833470897943535583e-04 3.731692089020635095e-01
7.538511869877828816e-07 2.414415603462273800e-04 3.005194436825959214e-01
5.962405773881981637e-08 1.170609516776917103e-04 2.845314884966917979e-01
3.805930649642225058e-09 5.651235705082129947e-05 0.000000000000000000e+00
1.953529960675093895e-10 2.935521166809567845e-05 0.000000000000000000e+00
8.181049040559688995e-12 1.584911414826276876e-05 0.000000000000000000e+00
2.446705766964808819e-06 3.495048042877481028e-04 0.000000000000000000e+00
