# t = 063 ms, neutrino energy spectrum for the wh07.15.40g.shen model
# nu_e                   anti-nu_e                nux
3.148281292538725878e-02 3.744626343181487599e-03 3.684262063542156213e-02
5.318904700592522183e-02 6.407541043252947335e-03 5.220529774613799634e-02
8.795938919478256401e-02 1.068835652746625252e-02 7.171050075810143920e-02
1.440436358858561416e-01 1.752012356680094154e-02 9.682031549902501977e-02
2.339896997847997484e-01 2.828107759970907922e-02 1.293180799793407221e-01
3.748507711325485547e-01 4.495984436097774650e-02 1.711668463926351857e-01
5.916210202958321895e-01 7.035739563966296461e-02 2.245087861436748100e-01
9.257760961486584117e-01 1.083010495810083212e-01 2.916451809302980647e-01
1.402124342808030333e+00 1.637511983575951624e-01 3.748474327943612239e-01
2.033114319762429734e+00 2.428307597137270013e-01 4.762245417588444329e-01
2.782929344626056345e+00 3.526187037977583927e-01 5.974609021298843414e-01
3.457841121806104034e+00 5.005876015890264874e-01 7.397647788413502790e-01
3.892723829419433734e+00 6.934219735341885515e-01 9.037978293484352221e-01
4.170538576437406775e+00 9.346645950019154547e-01 1.089263800605371424e+00
4.141726426820684814e+00 1.222146877235713802e+00 1.294747003453607936e+00
3.783403406384652001e+00 1.545383078579643188e+00 1.517656792402961141e+00
3.156687337386558934e+00 1.883515257473093785e+00 1.754106619304611092e+00
2.402150314219964500e+00 2.203642487919600601e+00 1.997862550510868029e+00
1.667055300122971762e+00 2.461431024693080616e+00 2.238681745238470633e+00
1.058186753178989470e+00 2.609406032259707686e+00 2.463004656837686657e+00
6.194537989734392180e-01 2.615500206130716876e+00 2.660322424682663556e+00
3.394478084382133165e-01 2.475979206446280667e+00 2.824798187612596490e+00
1.774648030236356533e-01 2.205014789168207479e+00 2.938913721673988011e+00
8.959921321541243489e-02 1.840073979079115629e+00 2.982605223076648659e+00
4.465279591616480581e-02 1.434846650235764631e+00 2.942188687995136220e+00
2.255511111878804112e-02 1.046158351853850865e+00 2.810947795946838301e+00
1.133941926665329308e-02 7.157677575697243277e-01 2.590739107278936082e+00
5.675483643969569773e-03 4.622991303849578459e-01 2.292801824782183751e+00
2.797226815532613108e-03 2.842526605547191498e-01 1.938817358130717317e+00
1.356678598772124381e-03 1.681925070378620934e-01 1.560303368328739060e+00
6.531284858989646171e-04 9.692136589780293854e-02 1.192602808247532176e+00
3.096204232151382615e-04 5.494427030895913944e-02 8.348804502825047935e-01
1.425917823166684409e-04 3.078559698026446870e-02 5.839402690463291190e-01
6.310097035324022596e-05 1.734870865117084035e-02 3.899726522366350756e-01
2.574645348336313216e-05 9.884396045537107225e-03 2.509993726486263177e-01
1.018010499448438200e-05 5.716522729775586238e-03 1.591554516467147684e-01
3.752537273099814434e-06 3.492784871172786767e-03 0.000000000000000000e+00
1.348574495938865730e-06 2.318568679387873234e-03 0.000000000000000000e+00
4.627758147003509030e-07 1.380611850126345743e-03 0.000000000000000000e+00
1.010724078329069218e-05 4.662062053855152237e-04 0.000000000000000000e+00
