# t = -032 ms, neutrino energy spectrum for the wh07.12.40g model
# nu_e                   anti-nu_e              nux
3.050252662913544369e-02 3.935225150654805275e-07 1.051983111340537404e-05
4.798465852639052093e-02 6.060869382008996512e-07 1.257761829152909832e-05
7.429886376480508703e-02 9.149505515717306271e-07 1.452956708207899556e-05
1.139001516437052747e-01 1.349128460290285004e-06 1.641006500358765369e-05
1.727679730236691136e-01 1.939704107494241191e-06 1.802817530434908157e-05
2.577140830652969727e-01 2.708965695617072387e-06 1.915397731818562643e-05
3.752314572569239171e-01 3.657881477661095444e-06 1.941860689937433565e-05
5.281905947469095475e-01 4.773202447470578023e-06 1.878692130357052873e-05
6.952668772603933789e-01 6.009127027591881727e-06 1.735540248381576525e-05
8.485975913454957276e-01 7.263977289603895024e-06 1.523585125339232045e-05
9.155496323180740692e-01 8.365186968844342901e-06 1.255202545898202043e-05
8.173886124560136857e-01 9.108934247259188244e-06 9.523524705625191315e-06
6.111726403831949650e-01 9.388566207981132781e-06 6.684316202143039945e-06
8.316441476703720359e-02 9.112658896524047412e-06 4.323643867319092963e-06
7.132385133080948458e-02 8.247611070273257227e-06 2.550367653305841200e-06
1.263321818809766926e-02 6.846397133030072930e-06 1.331338560445602407e-06
7.955282660367977250e-04 5.194238430807715404e-06 6.104536709781581892e-07
4.215741239532741578e-04 3.592252755514366829e-06 2.448368962620973293e-07
3.904020284005549454e-05 2.243672623138157968e-06 8.469802571620158139e-08
3.464990312130502578e-08 1.241744767213049520e-06 2.460728432750839706e-08
9.109756226425533930e-08 5.910424527811269858e-07 5.711668441157844888e-09
1.240753163249750155e-08 2.427841328723654936e-07 1.021257931792763978e-09
9.731583488627158580e-10 8.535681512004334086e-08 1.283227325170957293e-10
5.994608333248244688e-11 2.527192596368530781e-08 8.311386419970920949e-12
3.121850119335767808e-12 6.017192975960308816e-09 9.023937279121345673e-13
1.469930336616619595e-13 1.124304364551926437e-09 1.018734961463221624e-13
6.401420741433916866e-15 1.621788727312615217e-10 9.495432771467376785e-15
2.457426975670539983e-16 1.750878521567784113e-11 7.999528409065226584e-16
8.625346041132343638e-18 1.369827656342264051e-12 6.443858930866749724e-17
4.402630164114976484e-19 1.106393350988700536e-13 4.703074654694200024e-18
2.111902764050611497e-20 9.686921977088530227e-15 3.096896340816619729e-19
7.674963540893001989e-22 7.525740772183763363e-16 1.809941781289895543e-20
2.085895184685929020e-23 5.890929547269683963e-17 1.019941296993665211e-21
4.615685531270459395e-25 4.455711280887286761e-18 5.287558139459310482e-23
7.958915894621298970e-27 2.987201287205653394e-19 2.580063357406334614e-24
9.985952356058880817e-29 1.793383524896324204e-20 1.184085323576351910e-25
6.812079173365921370e-31 9.767835430815411713e-22 0.000000000000000000e+00
8.317794327412638460e-34 4.862065945989526999e-23 0.000000000000000000e+00
1.594473570297791393e-35 2.272327705491187984e-24 0.000000000000000000e+00
9.243606087389228610e-10 8.703927733563065279e-08 0.000000000000000000e+00
