# t = -019 ms, neutrino energy spectrum for the wh07.12.40g model
# nu_e                   anti-nu_e              nux
4.528198226112305907e-02 2.952462513718233507e-06 2.591312845523946777e-05
7.114051007902894019e-02 4.693332525160176214e-06 3.115398025461955288e-05
1.108713368399785043e-01 7.193854848021850449e-06 3.609393653187451385e-05
1.720130961239079159e-01 1.075656798177092816e-05 4.083454770983206700e-05
2.647779313722625760e-01 1.569814360103875914e-05 4.512787659301572142e-05
4.022923478414617282e-01 2.230124545376226068e-05 4.861548725323319161e-05
5.999574809998212688e-01 3.063900557105421355e-05 5.056190835300368761e-05
8.728924817668206604e-01 4.068887123758518280e-05 5.088964699391039216e-05
1.213632312442455286e+00 5.219709709660098429e-05 4.972250317044170972e-05
1.593613855743297059e+00 6.446489097768393658e-05 4.719041948265285133e-05
1.958662413840244199e+00 7.608529076586337313e-05 4.298897260610734907e-05
2.280972168333565087e+00 8.491657533470152279e-05 3.723774137016385008e-05
2.482018585326895899e+00 8.980916724087836594e-05 3.086474469823955830e-05
2.834819063378627213e+00 8.968876884993780274e-05 2.440300804006625610e-05
2.076838194758050982e+00 8.397780740306655042e-05 1.826801255224931488e-05
1.044845401526404371e+00 7.238018638792558272e-05 1.265684816388721958e-05
5.007509090473436508e-01 5.718567504916041868e-05 8.087420327847696599e-06
1.936880600244710038e-01 4.137779552466175711e-05 4.776411632267488317e-06
6.035170379411709113e-02 2.726930560706734131e-05 2.602619437359402396e-06
1.575806162629751761e-02 1.616629076668997894e-05 1.296753141028127397e-06
3.675238513584822616e-03 8.426617601295260154e-06 5.787233646581416457e-07
8.099827461606662381e-04 3.905824346579100286e-06 2.351623504174655059e-07
1.752028019530358597e-04 1.625846898095592791e-06 8.850054616742114460e-08
3.812406890806861227e-05 6.210945730330618964e-07 3.163614378944276237e-08
8.501584495311128150e-06 2.231368184791252948e-07 1.108086114881156116e-08
1.951868258446517390e-06 8.081338124651283519e-08 3.968486380497162242e-09
4.651738638446216690e-07 3.145661245391364435e-08 1.489095445344860937e-09
1.114345565683654693e-07 1.339372072773639264e-08 5.835203707954299685e-10
2.537440626647578748e-08 6.051415891085600385e-09 2.342030703809342024e-10
5.266223944874032112e-09 2.776100930740776805e-09 9.418790934698082622e-11
8.779704019563681156e-10 1.256041460953504355e-09 3.718247270934475342e-11
1.093788531480824467e-10 5.472462151169223316e-10 1.373517910577884686e-11
1.160693531211143871e-11 2.268155507554598933e-10 5.077320961966123747e-12
1.055448562484550634e-12 8.912476819696531130e-11 1.789857370361094494e-12
8.229537596092933463e-14 3.317643303485433871e-11 6.009990937235260257e-13
5.484479150787693869e-15 1.171113864144841836e-11 1.922970117970989736e-13
3.104523701604039326e-16 3.940950903133390250e-12 0.000000000000000000e+00
1.477335492047275730e-17 1.306062662431210837e-12 0.000000000000000000e+00
6.049212432679217791e-19 5.513409277625904662e-13 0.000000000000000000e+00
5.489204694396888093e-09 2.179709320902321749e-07 0.000000000000000000e+00
