# t = -015 ms, neutrino energy spectrum for the wh07.25.40g model
# nu_e                   anti-nu_e              nux
5.674836454498790456e-02 1.746915448666081427e-05 6.720460004986460287e-05
8.938087100197009138e-02 2.766517497389755042e-05 8.100678202226769230e-05
1.402603988595614304e-01 4.238281468080357345e-05 9.507956565125251090e-05
2.189353446415307491e-01 6.338096729735674868e-05 1.097290766335061603e-04
3.393722770412032075e-01 9.250296489951815801e-05 1.244310961157183456e-04
5.209481311414311255e-01 1.313677596461814800e-04 1.381464558993139211e-04
7.884163177885536999e-01 1.803566129863710325e-04 1.487852495645922645e-04
1.168541903478370614e+00 2.392969467438303666e-04 1.555647292120248735e-04
1.685216345661877613e+00 3.066154101690509500e-04 1.580615655197943267e-04
2.344902589594602738e+00 3.780528720026024819e-04 1.556946616382337881e-04
3.082934281741025018e+00 4.451497974597640661e-04 1.475777088535990282e-04
3.779410861650682296e+00 4.953886403495892524e-04 1.330102391254650910e-04
4.310164149338484130e+00 5.222938635203630249e-04 1.146782215715739839e-04
5.874442581030885790e+00 5.197230378766969344e-04 9.445293196208582860e-05
4.091364798300394234e+00 4.844357580016192284e-04 7.393318929456060200e-05
3.187341871696236506e+00 4.151105937952970595e-04 5.401508324305295740e-05
1.927151773950250391e+00 3.257885500469347357e-04 3.680992149088183621e-05
8.903526224840203618e-01 2.339412153931088006e-04 2.348868874360505218e-05
3.019743014651010138e-01 1.527567754197452991e-04 1.402155896570747564e-05
7.752875216096730138e-02 8.946963676026725590e-05 7.763112952579506721e-06
1.649103962904320889e-02 4.580397768553458364e-05 3.908598930367243287e-06
3.200371595564127127e-03 2.077391296199390609e-05 1.820171098705203565e-06
6.211585812813390532e-04 8.509442263866888987e-06 7.957319577323985232e-07
1.272820275576166894e-04 3.200760412068030180e-06 3.327716162565279186e-07
2.875378115943150637e-05 1.172711431132561794e-06 1.404267174826551459e-07
7.447097586043370369e-06 4.756309635761732287e-07 6.260296863977164595e-08
2.187624496959564187e-06 2.365037655412133222e-07 3.074949778650043502e-08
6.968520494493192853e-07 1.411031458640625310e-07 1.671819681826919811e-08
2.239340501220890209e-07 9.200557626959356105e-08 9.732132403670752848e-09
6.675692728585980913e-08 6.087446471988707687e-08 5.832777873771801336e-09
1.640348902584173618e-08 3.922392494084017523e-08 3.485170882273998564e-09
3.219892702937668010e-09 2.412116284223727510e-08 1.964840406649571906e-09
5.393513803462950784e-10 1.402480305097795324e-08 1.119940383700272321e-09
7.747056423321052716e-11 7.705196363699623755e-09 6.101297823987081712e-10
9.496131457766275055e-12 3.993698172941563744e-09 3.167174489440887301e-10
9.835868581713465462e-13 1.975927610457965778e-09 1.566132746905945908e-10
8.488398079464755025e-14 9.388016320170056089e-10 0.000000000000000000e+00
6.001674902542902854e-15 4.626377550158673867e-10 0.000000000000000000e+00
3.633424673403249907e-16 3.309851310649515395e-10 0.000000000000000000e+00
3.359162115327538522e-08 5.881413029045696015e-07 0.000000000000000000e+00
