# t = 078 ms, neutrino energy spectrum for the wh07.25.40g model
# nu_e                   anti-nu_e                nux
3.714378580099945981e-02 5.362840675077252574e-03 4.133300286837320731e-02
6.285851681017308457e-02 9.112058635606221438e-03 5.859048300706252294e-02
1.043499387847460907e-01 1.509388802592737111e-02 8.059266021461977680e-02
1.715969680483828141e-01 2.456403613016189605e-02 1.089895133893957063e-01
2.796213867890339766e-01 3.936354516438277107e-02 1.457663778740599658e-01
4.501976635148202122e-01 6.214142671530009654e-02 1.931484553087791656e-01
7.124077838061324552e-01 9.661003149289730529e-02 2.535587908373664323e-01
1.101104299148215171e+00 1.478024583185559848e-01 3.295574680717275329e-01
1.652055169991340611e+00 2.222679025600658442e-01 4.236998174054933397e-01
2.391000211674790155e+00 3.281304594973777911e-01 5.381905051047631838e-01
3.313670407055905542e+00 4.748268103581765320e-01 6.750175252515195901e-01
4.353445793280523723e+00 6.722265643765565901e-01 8.355585262337327235e-01
5.354537733339944872e+00 9.295157444608062036e-01 1.020497182694691363e+00
5.744277066405130583e+00 1.252152230154027990e+00 1.229539440582499310e+00
5.488746800523177427e+00 1.638333754066799486e+00 1.461189083906387021e+00
5.064571293572770472e+00 2.075474199083030769e+00 1.712664227230568326e+00
4.307243549728243970e+00 2.537333101493548959e+00 1.979649732936129558e+00
3.344592273683523409e+00 2.981296133607074683e+00 2.255082204793433576e+00
2.371509230420591141e+00 3.348902847534371841e+00 2.527555522980529989e+00
1.541094525319010256e+00 3.576358776105671211e+00 2.782403917009554029e+00
9.260570601558834047e-01 3.617474568046363803e+00 3.007624045884024433e+00
5.225070488788834400e-01 3.460322319093844801e+00 3.194575180156780991e+00
2.823706921693199257e-01 3.118938355363666481e+00 3.325104484984685804e+00
1.490158087637188655e-01 2.639087487320876502e+00 3.378579357040601305e+00
7.785783095788187391e-02 2.091281106662697731e+00 3.336351393711646907e+00
4.054054172845889675e-02 1.553385176624527464e+00 3.191165657859903693e+00
2.103908735362194221e-02 1.085721316848336615e+00 2.945734027209510497e+00
1.083869495193294334e-02 7.185211819874584016e-01 2.613609700371019251e+00
5.509720673467352267e-03 4.541502405865666669e-01 2.219920736741360479e+00
2.721381785393221526e-03 2.771546891966991666e-01 1.799936648144400797e+00
1.287930879656949343e-03 1.652749618714117463e-01 1.391864906684670666e+00
5.892481012300013849e-04 9.730102954857869357e-02 9.904248785563749546e-01
2.598675805091890559e-04 5.697846268504407757e-02 7.093888396858544221e-01
1.037132088785352243e-04 3.336458193627748342e-02 4.881719544225630036e-01
3.861427193470848865e-05 1.964352559094720285e-02 3.259731541319518811e-01
1.291223352723254779e-05 1.181208588596485698e-02 2.178324567670570644e-01
3.921322611522503297e-06 7.580793533258761534e-03 0.000000000000000000e+00
1.153318480941016069e-06 5.387778216373057677e-03 0.000000000000000000e+00
3.454376846497165340e-07 3.492295303101354640e-03 0.000000000000000000e+00
1.477324829227995256e-05 5.317266885346216224e-04 0.000000000000000000e+00
